ID GMINY;Nazwa gminy
100608;Nowosolna
141909;Nowy Duninów
201106;Nowy Dwór
221002;Nowy Dwór Gdañski
141401;Nowy Dwór Mazowiecki
101507;Nowy Kawêczyn
260103;Nowy Korczyn
126201;Nowy S¹cz
220907;Nowy Staw
121101;Nowy Targ
121109;Nowy Targ
301504;Nowy Tomyœl
120106;Nowy Wiœnicz
180507;Nowy ¯migród
180206;Nozdrzec
141606;Nur
201007;Nurzec-Stacja
160705;Nysa
301601;Oborniki
022001;Oborniki Œl¹skie
260906;Obrazów
041507;Obrowo
142402;Obryte
302401;Obrzycko
302404;Obrzycko
060210;Obsza
121110;Ochotnica Dolna
301703;Odolanów
142304;Odrzywó³
241606;Ogrodzieniec
140206;Ojrzeñ
303105;Okonek
260205;Oksa
281304;Olecko
120405;Olesno
160803;Olesno
180906;Oleszyce
261203;Oleœnica
021401;Oleœnica
021406;Oleœnica
121205;Olkusz
182104;Olszanica
141003;Olszanka
160106;Olszanka
141509;Olszewo-Borki
300909;Olszówka
240412;Olsztyn
286201;Olsztyn
281409;Olsztynek
021005;Olszyna
021501;O³awa
021504;O³awa
301505;Opalenica
260304;Opatowiec
240605;Opatów
260604;Opatów
300708;Opatówek
140207;Opinogóra Górna
100704;Opoczno
166101;Opole
061205;Opole Lubelskie
100209;Oporów
302303;Orchowo
200306;Orla
181307;Or³y
280905;Orneta
240804;Ornontowice
143004;Oroñsko
240803;Orzesze
281602;Orzysz
041407;Osie
141706;Osieck
221307;Osieczna
301303;Osieczna
020105;Osiecznica
121305;Osiek
221308;Osiek
261204;Osiek
040208;Osiek
180508;Osiek Jasielski
300910;Osiek Ma³y
040306;Osielsko
041104;Osiêciny
320405;Osina
101705;Osjaków
221003;Ostaszewo
146101;Ostro³êka
302405;Ostroróg
320304;Ostrowice
260701;Ostrowiec Œwiêtokrzyski
302304;Ostrowite
281501;Ostróda
281509;Ostróda
181502;Ostrów
060810;Ostrów Lubelski
141601;Ostrów Mazowiecka
141607;Ostrów Mazowiecka
301701;Ostrów Wielkopolski
301704;Ostrów Wielkopolski
101706;Ostrówek
060811;Ostrówek
301807;Ostrzeszów
080503;Oœno Lubuskie
121301;Oœwiêcim
121306;Oœwiêcim
160706;Otmuchów
141702;Otwock
080407;Otyñ
160908;Ozimek
102002;Ozorków
102006;Ozorków
241306;O¿arowice
260605;O¿arów
143206;O¿arów Mazowiecki
100802;Pabianice
100807;Pabianice
260104;Pacanów
140403;Pacyna
160707;Paczków
181106;Padew Narodowa
100904;Pajêczno
302204;Pakos³aw
160708;Pakos³awice
040707;Pakoœæ
121404;Pa³ecznica
240606;Panki
040405;Papowo Biskupie
142606;Paprotnia
100705;Parady¿
220107;Parchowo
061304;Parczew
140309;Parysów
102007;Parzêczew
280407;Pas³êk
281704;Pasym
020505;Paszowice
180406;Paw³osiów
241004;Paw³owice
160304;Paw³owiczki
261104;Paw³ów
240707;Pawonków
101707;P¹tnów
120904;Pcim
221404;Pelplin
320205;Pe³czyce
201008;Perlejewo
300805;Perzów
020305;Pêc³aw
101102;Pêczniew
300404;Pêpowo
141804;Piaseczno
300405;Piaski
061703;Piaski
142101;Piastów
100406;Pi¹tek
200705;Pi¹tnica
020603;Piechowice
281004;Piecki
247101;Piekary Œl¹skie
260414;Piekoszów
022603;Pielgrzymka
280205;Pieniê¿no
022504;Pieñsk
260415;Pierzchnica
020203;Pieszyce
241107;Pietrowice Wielkie
140310;Pilawa
240504;Pilchowice
241607;Pilica
180306;Pilzno
301901;Pi³a
020204;Pi³awa Górna
260804;Piñczów
142501;Pionki
142508;Pionki
041105;Piotrków Kujawski
106201;Piotrków Trybunalski
281603;Pisz
060111;Piszczac
121013;Piwniczna-Zdrój
141004;Platerów
021006;Platerówka
302006;Pleszew
121604;Pleœna
200106;P³aska
146201;P³ock
141106;P³oniawy-Bramura
142001;P³oñsk
142009;P³oñsk
280206;P³oskinia
280305;P³oœnica
320504;P³oty
041704;P³u¿nica
140609;Pniewy
302406;Pniewy
302112;Pobiedziska
240413;Poczesna
101103;Poddêbice
061305;Podedwórze
121014;Podegrodzie
020608;Podgórzyn
140502;Podkowa Leœna
300406;Pogorzela
160603;Pokój
142403;Pokrzywnica
020805;Polanica-Zdrój
121307;Polanka Wielka
320906;Polanów
321104;Police
143602;Policzna
021604;Polkowice
160305;Polska Cerekiew
300206;Po³ajewo
261205;Po³aniec
321603;Po³czyn-Zdrój
141405;Pomiechówek
061206;Poniatowa
300407;Poniec
160909;Popielów
240607;Popów
240904;Poraj
240208;Por¹bka
241601;Porêba
121705;Poronin
321305;Postomino
100706;Poœwiêtne
143408;Poœwiêtne
200208;Poœwiêtne
221207;Potêgowo
060211;Potok Górny
060507;Potok Wielki
142305;Potworów
302305;Powidz
281902;Pozezdrze
306401;Poznañ
220704;Prabuty
160804;Praszka
141805;Pra¿mów
020907;Prochowice
140102;Promna
280504;Prostki
121405;Proszowice
160910;Prószków
180407;Pruchnik
161004;Prudnik
022002;Prusice
041408;Pruszcz
220401;Pruszcz Gdañski
220404;Pruszcz Gdañski
142102;Pruszków
142201;Przasnysz
142207;Przasnysz
220306;Przechlewo
121308;Przeciszów
181107;Przec³aw
101211;Przedbórz
300911;Przedecz
321204;Przelewice
302901;Przemêt
021605;Przemkow
181308;Przemyœl
186201;Przemyœl
201204;Przeroœl
142607;Przesmyki
021703;Przeworno
181401;Przeworsk
181406;Przeworsk
081107;Przewóz
220503;Przodkowo
320406;Przybiernów
301705;Przygodzice
302706;Przykona
143603;Przy³êk
240414;Przyrów
240608;Przystajñ
142306;Przysucha
080303;Przytoczna
200706;Przytu³y
142509;Przytyk
220405;Przywidz
240106;Psary
080304;Pszczew
220406;Pszczó³ki
241005;Pszczyna
241501;Pszów
061005;Puchaczów
221103;Puck
221107;Puck
061401;Pu³awy
061409;Pu³awy
142404;Pu³tusk
200904;Puñsk
281410;Purda
143803;Puszcza Mariañska
302102;Puszczykowo
321205;Pyrzyce
240502;Pyskowice
181803;Pysznica
303004;Pyzdry
121111;Raba Wy¿na
121112;Rabka-Zdrój
061807;Rachanie
142002;Raci¹¿
142010;Raci¹¿
040107;Raci¹¿ek
241101;Racibórz
120905;Raciechowice
120806;Rac³awice
201205;Raczki
062008;Radecznica
120406;Radgoszcz
261304;Radków
020812;Radków
241502;Radlin
121605;Rad³ów
160805;Rad³ów
146301;Radom
040505;Radomin
101201;Radomsko
101212;Radomsko
181804;Radomyœl Nad Sanem
181108;Radomyœl Wielki
260504;Radoszyce
321803;Radowo Ma³e
021606;Radwanice
180402;Radymno
180408;Radymno
141910;Radzanowo
140103;Radzanów
141304;Radzanów
241710;Radziechowy-Wieprz
143804;Radziejowice
041101;Radziejów
041106;Radziejów
121406;Radziemice
200403;Radzi³ów
241303;Radzionków
143409;Radzymin
040604;Radzyñ Che³miñski
061501;Radzyñ Podlaski
061506;Radzyñ Podlaski
241711;Rajcza
200404;Rajgród
300504;Rakoniewice
260416;Raków
181006;Rakszawa
180605;Rani¿ów
301706;Raszków
142106;Raszyn
101301;Rawa Mazowiecka
101304;Rawa Mazowiecka
302205;Rawicz
321604;R¹bino
320206;Recz
221501;Reda
140208;Regimin
101305;Regnów
060301;Rejowiec Fabryczny
060308;Rejowiec Fabryczny
060608;Rejowiec Osada
160306;Reñska Wieœ
142906;Repki
321804;Resko
280805;Reszel
320507;Rewal
101007;Rêczno
240415;Rêdziny
041203;Rogowo
041905;Rogowo
301602;RogoŸno
102105;Rogów
040605;RogóŸno
040708;Rojewo
101607;Rokiciny
180409;Rokietnica
302113;Rokietnica
060112;Rokitno
120508;Ropa
181503;Ropczyce
060113;Rossosz
142704;Roœciszewo
301205;Rozdra¿ew
281705;Rozogi
101008;Rozprza
180410;RoŸwienica
141107;Ró¿an
281604;Ruciane-Nida
260505;Ruda Maleniecka
247201;Ruda Œl¹ska
060309;Ruda-Huta
200307;Rudka
021103;Rudna
241108;Rudnik
060609;Rudnik
181206;Rudnik Nad Sanem
160806;Rudniki
240505;Rudziniec
020908;Ruja
221502;Rumia
100106;Rusiec
142307;Rusinów
201206;Rutka-Tartak
201403;Rutki
061704;Rybczewice
247301;Rybnik
142806;Rybno
280306;Rybno
280408;Rychliki
300806;Rychtal
301007;Rychwa³
301603;Ryczywó³
241503;Rydu³towy
301304;Rydzyna
121606;Ryglice
220705;Ryjewo
061604;Ryki
180708;Rymanów
320805;Rymañ
280608;Ryn
041201;Rypin
041204;Rypin
121015;Rytro
261206;Rytwiany
100905;Rz¹œnia
143503;Rz¹œnik
220307;Rzeczenica
140904;Rzeczniów
101608;Rzeczyca
141510;Rzekuñ
121607;Rzepiennik Strzy¿ewski
080504;Rzepin
186301;Rzeszów
141108;Rzewnie
120107;Rzezawa
100610;Rzgów
301008;Rzgów
142907;Sabnie
041004;Sadki
101306;Sadkowice
220706;Sadlinki
260606;Sadowie
143307;Sadowne
260907;Samborzec
260901;Sandomierz
140404;Sanniki
181701;Sanok
181705;Sanok
080106;Santok
141005;Sarnaki
060310;Sawin
261305;Secemin
200901;Sejny
200905;Sejny
060812;Serniki
140804;Serock
061106;Serokomla
100303;Sêdziejowice
260206;Sêdziszów
181504;Sêdziszów Ma³opolski
120509;Sêkowa
280106;Sêpopol
041302;Sêpólno Krajeñskie
320907;Sianów
040307;Sicienko
201107;Sidra
140707;Sieciechów
142608;Siedlce
146401;Siedlce
302902;Siedlec
080408;Siedlisko
060311;Siedliszcze
021007;Siekierczyn
247401;Siemianowice Œl¹skie
201001;Siemiatycze
201009;Siemiatycze
143705;Siemi¹tkowo Koziebrodzkie
061306;Siemieñ
100906;Siemkowice
320806;Siemyœl
181407;Sieniawa
141213;Siennica
060610;Siennica Ró¿ana
140905;Sienno
120906;Siepraw
101401;Sieradz
101408;Sieradz
220504;Sierakowice
301404;Sieraków
301707;Sieroszewice
142701;Sierpc
142705;Sierpc
240107;Siewierz
260417;Sitkówka-Nowiny
062009;Sitno
260305;Skalbmierz
120610;Ska³a
160102;Skarbimierz
221309;Skarszewy
142510;Skaryszew
261001;Skarzysko Kamienna
261004;Skar¿ysko Koœcielne
120611;Skawina
080803;Sk¹pe
040807;Skêpe
062010;Skierbieszów
101508;Skierniewice
106301;Skierniewice
240310;Skoczów
302805;Skoki
180509;Sko³yszyn
101708;Skomlin
160709;Skoroszyce
221302;Skórcz
221310;Skórcz
142609;Skórzec
041205;Skrwilno
121608;Skrzyszów
301009;Skulsk
080305;Skwierzyna
120807;S³aboszów
081201;S³awa
060114;S³awatycze
240108;S³awków
100707;S³awno
321302;S³awno
321306;S³awno
321605;S³awoborze
120612;S³omniki
080703;S³oñsk
120711;S³opnice
141911;S³ubice
080505;S³ubice
302301;S³upca
302306;S³upca
101509;S³upia
260207;S³upia Jêdrzejowska
260506;S³upia Konecka
141912;S³upno
221208;S³upsk
226301;S³upsk
221311;Smêtowo Graniczne
221209;Smo³dzino
260507;Smyków
141707;Sobienie-Jeziory
260208;Sobków
140311;Sobolew
022307;Sobótka
142801;Sochaczew
142807;Sochaczew
142011;Sochocin
101806;Sokolniki
181611;Soko³ów Ma³opolski
142901;Soko³ów Podlaski
142908;Soko³ów Podlaski
201308;Soko³y
201108;Sokó³ka
040308;Solec Kujawski
140906;Solec Nad Wis³¹
260105;Solec-Zdrój
182105;Solina
143504;Somianka
220505;Somonino
301010;Sompolno
140209;Soñsk
226401;Sopot
281005;Sorkwity
061307;Sosnowica
247501;Sosnowiec
060115;Sosnówka
240506;Soœnicowice
301708;Soœnie
041303;Soœno
061006;Spiczyn
121113;Spytkowice
121806;Spytkowice
280806;Srokowo
181801;Stalowa Wola
061107;Stanin
141214;Stanis³awów
141913;Stara Bia³a
140104;Stara B³otnica
321409;Stara D¹browa
020609;Stara Kamienica
220608;Stara Kiszewa
141006;Stara Kornica
261101;Starachowice
240416;Starcza
143207;Stare Babice
022107;Stare Bogaczowice
320607;Stare Czarnowo
280505;Stare Juchy
080603;Stare Kurowo
301011;Stare Miasto
220908;Stare Pole
321401;Stargard Szczeciñski
321410;Stargard Szczeciñski
221303;Starogard Gdañski
221312;Starogard Gdañski
141914;StaroŸreby
061904;Stary Brus
221603;Stary Dzierzgoñ
180907;Stary Dzików
141608;Stary Lubotyñ
121016;Stary S¹cz
221604;Stary Targ
062011;Stary Zamoœæ
261207;Staszów
281411;Stawiguda
200605;Stawiski
300709;Stawiszyn
260508;St¹porków
221004;Stegna
142909;Sterdyñ
320407;Stêpnica
302114;Stêszew
220506;Stê¿yca
061605;Stê¿yca
143308;Stoczek
061102;Stoczek £ukowski
061108;Stoczek £ukowski
040406;Stolno
260106;Stopnica
022404;Stoszowice
143410;Strachówka
260418;Strawczyn
140105;Stromiec
020813;Stronie Œl¹skie
240311;Strumieñ
102008;Stryków
121507;Stryszawa
121807;Stryszów
302307;Strza³kowo
021906;Strzegom
141305;Strzegowo
100210;Strzelce
080604;Strzelce Krajeñskie
161105;Strzelce Opolskie
100907;Strzelce Wielkie
160503;Strzeleczki
021704;Strzelin
040904;Strzelno
060912;Strzy¿ewice
181904;Strzy¿ów
181309;Stubno
220108;Studzienice
141306;Stupsk
221405;Subkowy
121502;Sucha Beskidzka
321411;Suchañ
261005;Suchedniów
201109;Suchowola
142610;Sucho¿ebry
220407;Suchy D¹b
302115;Suchy Las
080906;Sulechów
101009;Sulejów
141215;Sulejówek
080704;Sulêcin
220507;Sulêczyno
022505;Sulików
100908;Sulmierzyce
301201;Sulmierzyce
120907;Su³kowice
120613;Su³oszowa
062012;Su³ów
200209;Supraœl
200210;Sura¿
061808;Susiec
280706;Susz
241006;Suszec
201207;Suwa³ki
206301;Suwa³ki
302116;Swarzêdz
021407;Syców
141109;Sypniewo
101902;Szadek
121114;Szaflary
300105;Szamocin
302407;Szamotu³y
060706;Szastarka
080804;Szczaniec
140405;Szczawin Koœcielny
121102;Szczawnica
022103;Szczawno-Zdrój
062013;Szczebrzeszyn
326201;Szczecin
321501;Szczecinek
321506;Szczecinek
241608;Szczekociny
100107;Szczerców
120407;Szczucin
200405;Szczuczyn
120207;Szczurowa
142706;Szczutowo
240201;Szczyrk
020814;Szczytna
300710;Szczytniki
281701;Szczytno
281706;Szczytno
141110;Szelków
221509;Szemud
201309;Szepietowo
121616;Szerzyny
020604;Szklarska Porêba
081202;Szlichtyngowa
081007;Szprotawa
141307;Szreñsk
200107;Sztabin
221605;Sztum
221005;Sztutowo
041005;Szubin
201110;Szudzia³owo
141609;Szulborze Wielkie
201404;Szumowo
143005;Szyd³owiec
141308;Szyd³owo
301906;Szyd³owo
261208;Szyd³ów
201208;Szypliszki
021104;Œcinawa
241712;Œlemieñ
301012;Œlesin
041605;Œliwice
301105;Œmigiel
200707;Œniadowo
302604;Œrem
021804;Œroda Œl¹ska
302504;Œroda Wielkopolska
022308;Œw. Katarzyna
281412;Œwi¹tki
120614;Œwi¹tniki Górne
021901;Œwidnica
021907;Œwidnica
080907;Œwidnica
061701;Œwidnik
321601;Œwidwin
321606;Œwidwin
021902;Œwiebodzice
080805;Œwiebodzin
041409;Œwiecie
040606;Œwiecie Nad Os¹
040209;Œwiedziebnia
041410;Œwiekatowo
021002;Œwieradów-Zdrój
142405;Œwiercze-Koty
160604;Œwierczów
241307;Œwierklaniec
241205;Œwierklany
022604;Œwierzawa
320705;Œwierzno
320908;Œwieszyno
301305;Œwiêciechowa
281305;Œwiêtajno
281707;Œwiêtajno
247601;Œwiêtoch³owice
181612;Œwilcza
100407;Œwinice Warckie
241713;Œwinna
326301;Œwinoujœcie
141806;Tarczyn
260607;Tar³ów
061809;Tarnawatka
186401;Tarnobrzeg
060212;Tarnogród
180511;Tarnowiec
302117;Tarnowo Podgórne
241304;Tarnowskie Góry
121609;Tarnów
126301;Tarnów
160911;Tarnów Opolski
303106;Tarnówka
221401;Tczew
221406;Tczew
143604;Tczów
061810;Telatyn
142808;Teresin
060102;Terespol
060116;Terespol
060213;Tereszpol
040808;T³uchowo
143411;T³uszcz
120908;Tokarnia
280409;Tolkmicko
061801;Tomaszów Lubelski
061811;Tomaszów Lubelski
101601;Tomaszów Mazowiecki
101609;Tomaszów Mazowiecki
121808;Tomice
041107;Topólka
046301;Toruñ
080705;Torzym
240507;Toszek
061705;Trawniki
220408;Tr¹bki Wielkie
140312;Trojanów
141511;Troszyn
181408;Tryñcza
120108;Trzciana
300207;Trzcianka
200807;Trzcianne
080306;Trzciel
300807;Trzcinica
320608;Trzciñsko-Zdrój
320508;Trzebiatów
080908;Trzebiechów
081108;Trzebiel
220109;Trzebielino
061109;Trzebieszów
120305;Trzebinia
022003;Trzebnica
181613;Trzebownisko
300309;Trzemeszno
060406;Trzeszczany
121206;Trzyci¹¿
060707;Trzydnik Du¿y
041606;Tuchola
220110;Tuchomie
121610;Tuchów
260107;Tuczêpy
060117;Tuczna
321704;Tuczno
302707;Tuliszków
160912;Tu³owice
081109;Tuplice
160913;Turawa
302701;Turek
302708;Turek
060214;Turobin
200606;Turoœl
200211;Turoœñ Koœcielna
181109;Tuszów Narodowy
100611;Tuszyn
021408;Twardogóra
241308;Tworóg
320104;Tychowo
247701;Tychy
181614;Tyczyn
200212;Tykocin
120712;Tymbark
181706;Tyrawa Wo³oska
061812;Tyszowce
060407;Uchanie
021805;Udanin
101610;Ujazd
161106;Ujazd
241714;Ujso³y
301907;Ujœcie
061507;Ulan-Majorat
181207;Ulanów
061813;Ulhówek
061606;U³ê¿
101104;Uniejów
040407;Unis³aw
061905;Urszulin
060708;Urzêdów
221201;Ustka
221210;Ustka
320807;Ustronie Morskie
240302;Ustroñ
180108;Ustrzyki Dolne
120510;Uœcie Gorlickie
060813;Uœcimów
121809;Wadowice
181110;Wadowice Górne
040108;Waganiec
160504;Walce
022108;Walim
022109;Wa³brzych
321701;Wa³cz
321705;Wa³cz
302806;Wapno
140611;Warka
041411;Warlubie
321206;Warnice
101409;Warta
020106;Warta Boles³awiecka
101105;Wartkowice
200213;Wasilków
260706;Waœniów
041701;W¹brzeŸno
041705;W¹brzeŸno
261105;W¹chock
020506;W¹dro¿e Wielkie
302801;W¹growiec
302807;W¹growiec
041206;W¹pielsk
141610;W¹sewo
200406;W¹sosz
020404;W¹sosz
061410;W¹wolnica
221503;Wejherowo
221510;Wejherowo
060408;Werbkowice
241715;Wêgierska Górka
022506;Wêgliniec
281903;Wêgorzewo
321805;Wêgorzyno
143301;Wêgrów
141708;Wi¹zowna
180411;Wi¹zownica
021705;Wi¹zów
220805;Wicko
100304;Widawa
320609;Widuchowa
141309;Wieczfnia Koœcielna
281708;Wielbark
300208;Wieleñ
040809;Wielgie
101213;Wielgom³yny
300505;Wielichowo
121905;Wieliczka
281306;Wieliczki
140805;Wieliszew
041508;Wielka Nieszawka
120615;Wielka Wieœ
180908;Wielkie Oczy
181505;Wielopole Skrzyñskie
240508;Wielowieœ
101709;Wieluñ
142308;Wieniawa
121810;Wieprz
101807;Wieruszów
142511;Wierzbica
060312;Wierzbica
301013;Wierzbinek
143309;Wierzbno
101710;Wierzchlas
121611;Wierzchos³awice
320305;Wierzchowo
121612;Wietrzychowice
041304;Wiêcbork
301306;Wijewo
240209;Wilamowice
280207;Wilczêta
260908;Wilczyce
301014;Wilczyn
140313;Wilga
060709;Wilko³az
240210;Wilkowice
160605;Wilków
061207;Wilków
142406;Winnica
022202;Wiñsko
143805;Wiskitki
240303;Wis³a
022004;Wisznia Ma³a
060118;Wisznice
260108;Wiœlica
142611;Wiœniew
141310;Wiœniewo
120909;Wiœniowa
181905;Wiœniowa
300310;Witkowo
080107;Witnica
100408;Witonia
200708;Wizna
201209;Wi¿ajny
021205;Wleñ
221104;W³adys³awowo
302709;W³adys³awów
041813;W³oc³awek
046401;W³oc³awek
061901;W³odawa
061906;W³odawa
241609;W³odowice
301307;W³oszakowice
261306;W³oszczowa
142612;Wodynie
100305;Wodzierady
260209;Wodzis³aw
241504;Wodzis³aw Œl¹ski
061508;Wohyñ
180709;Wojaszówka
260608;Wojciechowice
060913;Wojciechów
061110;Wojcieszków
022601;Wojcieszów
240103;Wojkowice
121613;Wojnicz
060313;Wojs³awice
101010;Wola Krzysztoporska
061111;Wola Mys³owska
061907;Wola Uhruska
142512;Wolanów
101011;Wolbórz
121207;Wolbrom
320706;Wolin
302903;Wolsztyn
160404;Wo³czyn
143412;Wo³omin
022203;Wo³ów
240708;WoŸniki
060914;Wólka
240609;Wrêczyca Wielka
026401;Wroc³aw
302408;Wronki
101410;Wróblew
303005;Wrzeœnia
081203;Wschowa
280610;Wydminy
081008;Wymiarki
240805;Wyry
061908;Wyryki
301908;Wyrzysk
301909;Wysoka
060915;Wysokie
201301;Wysokie Mazowieckie
201310;Wysokie Mazowieckie
200308;Wyszki
143505;Wyszków
141915;Wyszogród
140106;Wyœmierzyce
120616;Zabierzów
200214;Zab³udów
080909;Zabór
143506;Zabrodzie
247801;Zabrze
101106;Zadzim
260419;Zagnañsk
302308;Zagórów
181707;Zagórz
022605;Zagrodno
121614;Zakliczyn
181805;Zaklików
121701;Zakopane
141406;Zakroczym
142513;Zakrzew
060916;Zakrzew
303107;Zakrzewo
040109;Zakrzewo
060710;Zakrzówek
060119;Zalesie
181806;Zaleszany
280707;Zalewo
142012;Za³uski
201401;Zambrów
201405;Zambrów
062014;Zamoœæ
066401;Zamoœæ
302505;Zaniemyœl
101903;Zapolice
141611;Zarêby Koœcielne
181708;Zarszyn
181409;Zarzecze
121309;Zator
142407;Zatory
200215;Zawady
161107;Zawadzkie
260909;Zawichost
022501;Zawidów
142707;Zawidz
241602;Zawiercie
121508;Zawoja
022005;Zawonia
143403;Z¹bki
022405;Z¹bkowice Œl¹skie
080806;Zb¹szynek
301506;Zb¹szyñ
040210;Zbiczno
221313;Zblewo
200709;Zbójna
040506;Zbójno
241309;Zbros³awice
142613;Zbuczyn Poduchowny
100510;Zduny
301206;Zduny
101901;Zduñska Wola
101904;Zduñska Wola
160505;Zdzieszowice
240312;Zebrzydowice
100108;Zelów
121509;Zembrzyce
160807;Zêbowice
102003;Zgierz
102009;Zgierz
022502;Zgorzelec
022507;Zgorzelec
080910;Zielona Góra
086201;Zielona Góra
143404;Zielonka
120617;Zielonki
022406;Ziêbice
041509;Z³awieœ Wielka
320306;Z³ocieniec
101411;Z³oczew
260805;Z³ota
040709;Z³otniki Kujawskie
022602;Z³otoryja
022606;Z³otoryja
303101;Z³otów
303108;Z³otów
022407;Z³oty Stok
080605;Zwierzyn
062015;Zwierzyniec
143605;Zwoleñ
140506;¯abia Wola
121615;¯abno
081002;¯agañ
081009;¯agañ
240905;¯arki
241610;¯arnowiec
100708;¯arnów
021908;¯arów
081102;¯ary
081110;¯ary
120109;¯egocina
300711;¯elazków
101611;¯elechlinek
140314;¯elechów
300604;¯erków
022006;¯migród
060314;¯mudŸ
041906;¯nin
181007;¯o³ynia
247901;¯ory
060611;¯ó³kiewka
022309;¯órawina
020306;¯ukowice
220508;¯ukowo
181310;¯urawica
143706;¯uromin
100211;¯ychlin
180307;¯yraków
143801;¯yrardów
061411;¯yrzyn
101214;¯ytno
241701;¯ywiec
